episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,agent_timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,hist_stats/episode_reward,hist_stats/episode_lengths,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_agent_steps_sampled,info/num_steps_trained,info/num_agent_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,info/learner/learned/cur_lr,info/learner/learned/mean_q,info/learner/learned/min_q,info/learner/learned/max_q,info/learner/learned/mean_td_error
15.0,15.0,15.0,51.0,81,27,600480,600426,False,11772,191,b38e8cd34e87459e8748a81e713eb5ad,2021-07-21_11-32-21,1626859941,1.1659038066864014,217.12256789207458,13776,sc-030121l,10.247.64.5,217.12256789207458,0,191,fe451_00000,"[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]","[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51]",2.013,15899.749,4.721,600480,600426,177632,177632,600480,1111,47.8,14.2,0.0005000000237487257,4.564416,0.7950273,8.009994,-8.777844
15.0,15.0,15.0,51.0,54,27,603720,603639,False,11826,192,b38e8cd34e87459e8748a81e713eb5ad,2021-07-21_11-32-22,1626859942,1.1594123840332031,218.2819802761078,13776,sc-030121l,10.247.64.5,218.2819802761078,0,192,fe451_00000,"[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]","[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51]",1.995,16038.253,5.345,603720,603639,178592,178592,603720,1117,51.150000000000006,14.2,0.0005000000237487257,4.3696504,0.61453706,8.897437,0.04218195
15.0,15.0,15.0,51.0,54,27,606960,606879,False,11880,193,b38e8cd34e87459e8748a81e713eb5ad,2021-07-21_11-32-24,1626859944,1.1017799377441406,219.38376021385193,13776,sc-030121l,10.247.64.5,219.38376021385193,0,193,fe451_00000,"[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]","[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51]",1.805,17724.596,4.135,606960,606879,179552,179552,606960,1123,51.4,14.2,0.0005000000237487257,4.317235,0.6886541,8.754586,0.1983489
15.0,15.0,15.0,51.0,81,27,610200,610119,False,11961,194,b38e8cd34e87459e8748a81e713eb5ad,2021-07-21_11-32-25,1626859945,1.1722981929779053,220.55605840682983,13776,sc-030121l,10.247.64.5,220.55605840682983,0,194,fe451_00000,"[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]","[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51]",1.927,16609.872,4.832,610200,610119,180512,180512,610200,1129,50.0,14.2,0.0005000000237487257,4.457926,0.7701837,8.693043,-10.141039
15.0,15.0,15.0,51.0,27,27,612360,612279,False,11988,195,b38e8cd34e87459e8748a81e713eb5ad,2021-07-21_11-32-26,1626859946,1.0084962844848633,221.5645546913147,13776,sc-030121l,10.247.64.5,221.5645546913147,0,195,fe451_00000,"[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]","[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51]",1.998,16013.187,4.605,612360,612279,181152,181152,612360,1133,44.5,14.2,0.0005000000237487257,3.683665,0.7669663,9.1740675,-9.444785
354.0,15.0,89.57,51.0,81,27,615600,615546,False,12069,196,b38e8cd34e87459e8748a81e713eb5ad,2021-07-21_11-32-27,1626859947,1.13431715965271,222.6988718509674,13776,sc-030121l,10.247.64.5,222.6988718509674,0,196,fe451_00000,"[15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 354.0, 15.0, 353.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]","[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51]",1.864,17163.831,4.746,615600,615546,182112,182112,615600,1139,50.95,14.2,0.0005000000237487257,4.766753,0.68262815,8.3576765,-9.814246
354.0,15.0,59.06,51.0,54,27,618840,618759,False,12123,197,b38e8cd34e87459e8748a81e713eb5ad,2021-07-21_11-32-28,1626859948,1.133237600326538,223.83210945129395,13776,sc-030121l,10.247.64.5,223.83210945129395,0,197,fe451_00000,"[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 353.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]","[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51]",1.957,16354.055,4.392,618840,618759,183072,183072,618840,1145,48.5,14.2,0.0005000000237487257,5.230833,0.690194,8.914537,-9.101502
354.0,15.0,103.14,51.0,54,27,622080,621999,False,12177,198,b38e8cd34e87459e8748a81e713eb5ad,2021-07-21_11-32-29,1626859949,1.1960055828094482,225.0281150341034,13776,sc-030121l,10.247.64.5,225.0281150341034,0,198,fe451_00000,"[15.0, 15.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 15.0, 15.0, 354.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]","[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51]",2.006,15951.525,5.43,622080,621999,184032,184032,622080,1151,50.8,14.2,0.0005000000237487257,4.4556313,0.5958488,9.058432,-8.866798
354.0,15.0,59.07,51.0,81,27,625320,625239,False,12258,199,b38e8cd34e87459e8748a81e713eb5ad,2021-07-21_11-32-31,1626859951,1.1242902278900146,226.1524052619934,13776,sc-030121l,10.247.64.5,226.1524052619934,0,199,fe451_00000,"[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 354.0, 15.0, 15.0, 15.0, 354.0, 15.0, 354.0]","[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51]",1.854,17256.072,4.171,625320,625239,184992,184992,625320,1157,51.25,14.2,0.0005000000237487257,4.19571,0.77935404,8.827745,1.8490301
354.0,15.0,96.17,51.0,54,27,628560,628479,False,12312,200,b38e8cd34e87459e8748a81e713eb5ad,2021-07-21_11-32-32,1626859952,1.1373095512390137,227.28971481323242,13776,sc-030121l,10.247.64.5,227.28971481323242,0,200,fe451_00000,"[15.0, 15.0, 15.0, 15.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 15.0, 15.0, 354.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 15.0, 15.0, 15.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 15.0, 15.0, 353.0, 15.0, 353.0, 15.0, 15.0, 15.0, 353.0, 15.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 354.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]","[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51]",1.904,16806.838,4.655,628560,628479,185952,185952,628560,1163,50.1,14.2,0.0005000000237487257,3.9580975,0.7700283,8.644771,1.2303748
354.0,15.0,75.85,51.0,54,27,631800,631719,False,12366,201,b38e8cd34e87459e8748a81e713eb5ad,2021-07-21_11-32-33,1626859953,1.1804969310760498,228.47021174430847,13776,sc-030121l,10.247.64.5,228.47021174430847,0,201,fe451_00000,"[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 353.0, 15.0, 15.0, 15.0, 354.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 15.0, 15.0, 15.0, 15.0, 353.0, 15.0, 353.0, 15.0, 353.0, 15.0, 15.0, 15.0, 353.0, 15.0, 353.0, 15.0, 15.0, 15.0, 353.0]","[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51]",1.877,17052.399,5.455,631800,631719,186912,186912,631800,1169,50.25,14.2,0.0005000000237487257,4.689277,0.7463298,8.379278,0.930383
356.0,15.0,103.43,51.0,54,27,633960,633879,False,12420,202,b38e8cd34e87459e8748a81e713eb5ad,2021-07-21_11-32-34,1626859954,0.9676990509033203,229.4379107952118,13776,sc-030121l,10.247.64.5,229.4379107952118,0,202,fe451_00000,"[355.0, 15.0, 355.0, 15.0, 355.0, 15.0, 355.0, 15.0, 355.0, 15.0, 355.0, 15.0, 356.0, 15.0, 355.0, 15.0, 15.0, 15.0, 356.0, 15.0, 355.0, 15.0, 356.0, 15.0, 354.0, 15.0, 355.0, 15.0, 355.0, 15.0, 355.0, 15.0, 355.0, 15.0, 355.0, 15.0, 354.0, 15.0, 355.0, 15.0, 356.0, 15.0, 355.0, 15.0, 355.0, 15.0, 355.0, 15.0, 355.0, 15.0, 356.0, 15.0, 355.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0]","[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51]",1.945,16454.3,4.472,633960,633879,187552,187552,633960,1173,45.55,14.2,0.0005000000237487257,4.89573,0.9821624,7.944621,1.379391
356.0,15.0,89.83,51.0,54,27,637200,637119,False,12474,203,b38e8cd34e87459e8748a81e713eb5ad,2021-07-21_11-32-35,1626859955,1.134796380996704,230.5727071762085,13776,sc-030121l,10.247.64.5,230.5727071762085,0,203,fe451_00000,"[15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 15.0, 355.0, 15.0, 355.0, 15.0, 356.0, 15.0, 355.0, 15.0, 15.0, 15.0, 356.0, 15.0, 355.0, 15.0, 356.0, 15.0, 354.0, 15.0, 355.0, 15.0, 355.0, 15.0, 355.0, 15.0, 355.0, 15.0, 355.0, 15.0, 354.0, 15.0, 355.0, 15.0, 356.0, 15.0, 355.0, 15.0, 355.0, 15.0, 355.0, 15.0, 355.0, 15.0, 356.0, 15.0, 355.0, 15.0]","[51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51, 51]",1.872,17092.574,4.17,637200,637119,188512,188512,637200,1179,48.4,14.2,0.0005000000237487257,4.664638,1.0654373,8.906177,0.7132418
